SK_ID_CURR,TARGET,kmeans_cluster,hdbscan_cluster,gaussian_mixture_cluster
264448,0,0,6,1
400562,1,0,6,1
402361,0,1,-1,3
131918,0,0,6,1
105169,0,0,6,0
360499,0,1,-1,2
255836,1,1,6,2
162550,0,0,6,1
115397,0,0,6,0
334129,0,0,-1,4
420540,0,0,-1,1
351275,0,0,6,2
203846,0,0,6,0
113436,0,0,6,1
350707,0,0,6,1
447950,0,0,6,1
104781,0,0,6,0
393096,0,1,6,2
417645,0,0,6,0
372021,0,0,-1,2
173573,1,0,6,0
212204,0,0,6,0
435144,0,0,6,2
146777,0,0,6,2
150522,0,0,6,0
356401,0,0,6,2
382257,0,0,6,1
113468,0,0,6,1
360932,0,1,-1,3
393783,0,1,-1,3
153288,1,1,-1,3
364569,0,1,-1,2
234997,0,0,6,1
216077,0,1,6,2
148259,0,0,6,1
449882,0,0,6,1
305633,0,0,6,0
418832,0,1,-1,3
303767,0,0,6,1
182581,0,0,6,1
388164,0,1,-1,3
429741,0,1,-1,3
401483,0,0,-1,2
420973,0,0,6,1
313101,0,0,6,1
223565,0,0,6,1
123960,0,1,-1,4
297096,0,0,6,1
308925,0,0,6,0
340191,0,0,6,1
166750,0,1,-1,2
436286,0,0,6,1
227737,0,1,-1,2
231485,0,0,6,1
307822,0,0,6,1
392103,0,0,-1,2
394046,0,0,6,1
327055,0,1,-1,3
302330,0,1,-1,2
441937,0,0,6,1
282621,0,1,-1,4
202767,0,0,-1,4
279775,0,0,6,2
392689,1,0,6,1
277895,0,1,1,4
448431,0,1,-1,2
188147,0,0,6,0
268678,1,0,6,2
278417,1,0,6,0
193327,0,0,6,1
120033,0,1,-1,2
394616,0,1,-1,4
376118,0,0,6,1
182640,0,0,-1,4
305131,0,1,-1,3
389925,0,0,6,0
144222,0,1,-1,3
147962,0,1,5,2
247969,0,1,-1,3
273440,0,0,6,1
412806,0,0,-1,2
183041,0,0,6,2
366241,0,1,6,2
362270,0,0,6,1
300141,0,0,6,2
368370,1,1,-1,3
292950,0,0,6,2
391979,0,0,6,0
352247,0,0,6,1
124092,0,1,-1,4
411602,0,0,-1,2
304927,0,1,-1,3
163104,0,0,6,1
137879,0,0,6,0
366343,0,1,-1,3
311908,0,0,6,1
400569,0,1,-1,2
442298,0,1,6,2
152457,0,0,6,0
129656,0,0,6,0
200655,0,0,6,0
195476,0,1,-1,3
296989,0,1,-1,2
102929,0,1,-1,3
111266,0,0,6,1
245151,0,0,-1,4
270305,0,0,6,1
234037,0,1,-1,4
265681,0,1,-1,3
132952,0,0,6,2
417934,0,1,-1,3
333814,0,0,-1,2
344929,0,0,-1,1
209535,0,0,6,1
317589,0,0,6,0
119782,0,1,6,2
264311,0,0,6,1
252511,0,0,6,0
235418,0,0,6,1
325729,0,1,-1,3
299115,0,1,-1,4
441727,0,1,6,2
353360,0,0,6,1
444532,0,0,6,1
309672,0,1,-1,3
173364,0,0,6,0
319918,0,0,6,1
332453,0,0,6,1
452295,1,0,6,2
358250,0,0,6,0
195064,0,0,6,2
377478,0,1,-1,4
250779,0,1,-1,2
225069,0,0,6,1
440743,0,0,6,1
412951,0,0,6,1
232312,0,0,6,2
391913,0,1,-1,3
283951,0,1,6,2
392269,1,0,6,0
434097,0,1,-1,4
136554,0,1,-1,2
176207,0,0,6,0
349848,0,0,6,1
414119,0,0,6,1
250125,0,0,6,1
288328,0,0,6,0
291146,0,0,6,0
257801,0,0,-1,2
162407,0,1,-1,3
208204,0,0,6,1
203572,0,1,-1,3
190763,0,0,6,1
302607,0,0,6,1
317686,0,1,-1,4
361029,1,1,6,2
215056,0,0,6,0
345995,0,0,6,1
117859,0,0,6,2
192558,0,1,-1,2
183420,0,1,-1,4
355828,1,0,2,4
155082,0,0,6,0
242282,0,1,6,2
222749,1,1,-1,3
268313,1,0,6,1
354921,0,1,-1,4
447843,0,0,6,0
121004,0,0,6,1
135317,0,0,6,2
283812,0,0,6,0
416113,0,0,6,0
146379,0,0,6,1
230947,0,1,6,2
381642,0,0,6,1
260999,0,0,6,2
284143,0,1,-1,3
137379,0,1,-1,4
411893,0,0,6,0
429705,0,0,6,0
216404,0,0,6,0
285792,0,0,-1,2
364795,1,1,-1,3
272960,0,0,6,1
159858,0,0,-1,0
194415,0,1,6,2
153248,0,1,-1,2
432478,0,0,6,1
112077,0,1,6,2
223891,0,0,6,0
254463,0,0,-1,2
198824,0,0,6,1
381271,0,0,6,0
235131,0,0,6,0
435867,0,0,6,0
339824,0,1,-1,4
360687,0,0,-1,4
401962,0,0,6,0
358587,0,0,-1,0
260618,0,0,6,2
157633,0,0,6,1
456049,0,0,6,2
199957,1,0,6,1
235377,0,1,-1,3
384770,0,0,6,1
354270,0,0,6,2
238242,0,1,-1,4
306762,0,0,-1,2
255735,0,1,6,2
316004,0,0,6,2
442268,0,1,-1,3
183854,0,0,6,2
422564,0,0,6,2
250016,0,0,-1,1
205060,0,1,6,2
392077,0,0,6,1
451663,0,1,-1,3
100201,0,1,-1,3
430286,1,0,6,0
264009,0,0,6,1
354503,0,0,6,0
410627,0,0,6,0
298329,0,0,6,2
349566,0,1,-1,3
403295,0,0,6,1
219973,0,0,6,2
180746,0,0,6,2
275827,0,0,-1,2
231883,0,0,6,1
243388,0,0,6,0
213955,0,1,-1,4
389362,0,0,6,1
111839,0,1,-1,4
213112,0,0,6,1
221168,0,0,6,2
160937,0,0,6,1
238349,0,0,6,1
419420,0,0,6,0
100137,0,1,-1,3
223773,0,1,6,2
238494,0,0,6,1
344509,0,0,6,1
426014,0,0,6,0
338277,0,1,-1,3
206552,0,0,6,1
115505,0,0,-1,1
312229,0,0,-1,4
453257,0,0,6,1
329505,0,0,-1,4
294964,0,1,-1,3
366829,0,0,6,1
275924,0,1,-1,3
226902,0,1,-1,2
315089,0,0,6,1
135614,1,0,6,1
102740,0,0,6,0
274011,0,0,6,0
313532,0,0,-1,2
361780,0,1,-1,3
182806,0,0,-1,4
205305,0,1,-1,3
121161,1,0,6,1
353965,0,0,6,1
151957,0,0,6,0
354807,0,0,6,1
299457,0,0,6,0
173289,0,0,6,1
319858,0,0,6,1
250301,0,0,6,1
294200,0,1,-1,3
272867,0,0,6,1
308112,0,0,6,0
250475,0,0,6,0
402007,0,0,6,1
122919,0,0,6,2
271602,0,0,6,0
354687,0,1,-1,4
399732,0,1,6,2
261143,0,0,6,1
406702,0,0,6,1
111568,0,0,6,1
290497,0,0,6,1
342488,0,1,-1,2
415837,0,0,6,0
297213,0,0,-1,4
436131,0,0,-1,1
114636,0,0,6,1
148036,0,1,-1,3
288218,0,1,-1,3
378975,1,0,-1,1
425892,0,0,6,2
332622,0,0,6,1
218027,0,1,-1,3
118985,1,0,-1,1
171336,0,0,6,2
205157,0,1,-1,3
263842,0,0,6,1
138904,0,1,-1,2
325568,0,0,-1,2
187382,0,1,-1,2
357448,1,0,6,1
270085,0,0,-1,4
223826,0,1,-1,4
239419,0,0,-1,4
222480,0,1,-1,2
123414,0,1,-1,2
388912,0,0,6,1
102379,0,0,-1,1
343013,0,0,6,1
220738,0,0,6,2
313121,0,1,-1,3
391007,0,0,6,1
369594,0,1,-1,2
319250,0,0,6,1
395994,1,0,6,1
321583,0,0,6,0
287601,0,1,6,2
125557,0,0,6,0
240332,0,0,2,4
363214,0,0,-1,4
216092,0,0,6,1
411279,0,0,6,0
342355,0,0,6,0
442145,0,1,-1,3
102150,0,1,-1,4
198572,0,0,-1,1
278295,0,1,6,2
362843,0,1,-1,3
206693,0,0,6,0
437971,0,0,6,2
415690,0,0,6,1
109318,0,0,6,0
249083,0,0,6,1
217552,0,0,6,1
299405,0,1,-1,3
427279,1,0,6,1
100435,0,0,6,1
112704,0,0,6,0
346748,0,0,-1,4
155114,0,0,6,0
179755,0,0,6,1
420563,0,0,-1,1
336278,0,0,-1,4
234651,0,0,6,1
287691,0,0,-1,4
115097,0,1,-1,3
201812,0,0,6,1
360288,0,0,6,1
392679,0,1,-1,3
344428,0,0,6,1
261622,0,0,6,1
371021,0,0,6,2
295053,0,0,6,1
122280,0,1,-1,4
404091,0,0,6,1
399847,0,0,-1,0
211438,0,1,-1,3
195342,0,1,-1,2
186099,0,0,-1,2
386195,0,0,-1,4
207072,0,0,6,1
332325,0,0,6,2
348717,0,0,6,2
101508,0,1,6,2
415309,0,1,-1,2
368238,0,0,6,0
102485,0,1,6,2
349556,0,0,6,1
255444,0,0,6,1
248612,0,0,6,1
149541,0,1,6,2
430821,0,0,6,1
162183,0,1,-1,4
427827,0,0,6,0
335440,0,0,6,2
134705,0,0,6,1
210267,0,0,6,0
121531,0,1,-1,4
206569,0,1,-1,3
344564,0,0,-1,4
253737,0,0,6,0
208683,0,0,6,0
286742,0,0,6,2
293872,0,1,-1,3
309596,0,0,6,1
141917,0,0,6,1
135476,0,1,-1,3
276034,0,0,6,1
309676,0,1,-1,2
226714,0,1,6,2
393409,0,1,-1,4
399916,0,0,6,1
440328,0,0,6,1
416591,0,1,-1,2
312275,0,1,-1,2
221197,0,0,6,1
136128,0,1,-1,2
259492,0,1,-1,2
187124,0,0,6,1
226890,0,1,-1,4
440198,0,0,6,1
283844,0,0,6,2
153866,0,0,6,1
247306,0,0,6,1
304108,1,0,6,0
303839,1,1,-1,3
310020,0,0,6,2
337231,1,0,6,0
362494,0,0,6,0
360797,1,0,-1,2
223374,1,0,6,2
417191,0,0,6,0
406804,0,0,-1,4
185228,0,0,6,1
303610,0,0,6,1
208183,1,0,6,1
102243,0,0,-1,4
170817,0,1,-1,2
416354,0,1,-1,3
212290,0,0,6,0
184227,0,0,6,0
407464,0,0,-1,4
167635,0,1,-1,2
454692,0,1,-1,3
342487,1,1,-1,3
311109,0,1,-1,3
122756,1,0,6,2
380457,0,0,6,1
225915,0,0,6,0
249890,0,0,6,0
315850,0,0,6,0
244814,0,0,6,0
311527,1,1,-1,3
455331,0,0,6,0
306496,0,0,6,2
418617,0,0,6,2
135199,0,1,-1,3
166595,1,1,-1,3
273841,0,0,6,1
313512,0,0,6,1
385089,0,0,6,0
100843,0,0,6,0
247644,0,1,-1,4
122505,0,1,6,2
425534,0,0,6,0
114674,1,1,6,2
302115,0,0,6,1
367737,0,1,-1,3
445665,0,0,6,2
287424,0,1,-1,4
213979,0,1,6,2
347478,0,0,6,1
104596,0,1,-1,3
103893,0,1,-1,3
359570,0,0,6,0
126118,0,0,6,0
420208,0,0,-1,2
146635,0,0,6,0
454670,0,0,-1,1
391773,0,0,6,2
339204,0,0,6,2
303984,0,0,6,0
238374,1,0,-1,4
446992,0,0,-1,4
355186,0,0,6,0
431399,0,0,6,1
154687,0,0,6,1
147072,0,0,6,0
375664,0,0,6,1
148006,0,0,6,2
330361,0,0,6,1
332679,0,0,6,1
287466,0,1,6,2
230362,0,0,6,2
210070,0,0,6,1
148992,0,0,6,2
142318,0,0,6,1
237429,0,0,-1,1
109173,0,0,6,0
169093,0,0,6,1
435797,0,0,6,1
186856,0,0,-1,4
196442,0,1,-1,3
227630,0,1,-1,3
283924,0,1,6,2
200949,0,0,6,0
417178,0,1,-1,3
353599,0,0,6,0
353544,0,1,-1,3
434198,0,0,6,1
179293,0,0,6,1
226059,0,0,6,0
420157,0,0,6,0
164911,0,0,6,1
375276,0,1,-1,3
400470,0,0,6,1
159650,0,0,6,1
197986,0,1,-1,3
401564,0,0,-1,4
207172,0,1,-1,4
259224,0,0,6,2
281666,0,0,6,0
422563,0,1,-1,3
392235,0,1,-1,3
294658,0,1,6,2
387263,0,0,6,1
176421,0,0,-1,1
140159,0,0,6,1
432360,0,0,6,1
331997,0,1,-1,2
222771,0,0,6,0
281767,0,0,-1,2
110727,0,0,-1,4
284810,0,0,6,1
273260,0,0,6,1
266530,0,0,6,1
132096,0,0,-1,2
114970,0,0,6,2
114074,0,1,-1,2
225561,0,0,6,1
184991,0,0,6,1
128027,0,1,-1,3
266172,0,0,6,2
406724,0,1,-1,3
127800,1,1,-1,4
412464,0,1,-1,3
315923,0,0,6,1
131281,0,0,6,1
143904,0,0,3,4
446773,1,1,-1,3
260477,0,0,6,1
400321,0,1,-1,3
252236,0,0,-1,4
166918,1,0,6,1
267024,0,0,6,0
391099,0,0,6,2
242803,0,0,6,0
106898,0,0,6,2
183338,0,0,-1,2
136214,0,0,6,1
267923,0,0,6,0
269302,0,1,-1,3
347580,1,1,-1,3
122853,0,0,6,1
175444,0,0,-1,4
197519,0,0,-1,2
181070,0,0,6,1
298247,0,0,6,1
399555,0,0,6,1
448632,0,0,6,2
181176,0,1,-1,3
303802,0,0,6,1
141180,0,0,6,1
132769,0,1,-1,2
234498,0,0,6,1
309541,0,1,0,4
227847,0,0,6,1
159127,0,0,6,2
334843,0,0,6,1
293886,0,0,6,0
371096,0,1,-1,3
427103,0,0,-1,4
170904,0,1,-1,2
339804,0,0,6,1
417491,0,0,6,0
258681,0,0,6,0
280656,0,0,6,1
115262,0,1,6,2
247933,0,0,6,2
411518,0,0,6,1
208670,1,0,6,1
366476,0,1,-1,2
230946,1,0,6,0
435529,1,0,-1,4
296547,0,1,-1,3
160117,0,0,6,1
244478,0,1,6,2
388606,1,1,-1,2
191472,0,1,-1,2
309284,0,0,6,0
282509,0,0,6,1
420723,0,0,6,2
221766,0,0,6,1
118473,0,0,6,1
288091,0,0,6,1
121652,0,0,6,2
324096,0,1,-1,3
363361,0,0,6,1
200622,1,1,-1,3
174744,0,0,6,2
217747,0,1,-1,3
334246,0,0,-1,4
362877,0,1,-1,2
228677,0,0,-1,4
228784,1,0,-1,4
299776,0,0,-1,1
169636,0,1,-1,2
179315,0,0,6,1
143471,0,0,6,0
200174,0,1,-1,2
379641,0,0,6,1
299838,0,1,6,2
236319,0,1,-1,3
393434,0,0,6,0
346410,0,0,6,0
431513,0,0,6,1
427471,0,1,-1,3
366819,1,0,6,1
245706,0,0,6,1
284806,0,0,-1,4
180764,0,0,6,2
225227,0,1,-1,3
174858,0,1,6,2
302313,0,0,6,1
367806,0,0,6,1
371190,0,0,6,0
122331,0,0,6,1
335433,0,0,6,2
170541,0,1,-1,2
369695,0,1,-1,3
387868,0,0,6,0
449437,0,0,6,2
290053,0,0,6,0
157962,0,0,6,2
137520,1,0,-1,4
418837,0,0,6,2
279196,0,0,6,1
321458,0,0,6,0
256252,0,0,6,0
196477,0,0,6,1
423122,0,0,6,0
165366,1,0,-1,2
137405,0,0,6,1
369610,0,0,6,1
230665,0,1,-1,3
276485,0,0,6,1
383282,0,0,6,1
389431,0,0,6,1
224624,0,0,6,0
319163,0,0,-1,1
202963,0,1,-1,3
246231,0,1,-1,3
228496,0,0,6,0
437974,0,1,-1,3
242507,0,0,6,1
234350,0,1,6,2
343296,0,0,6,0
450028,0,0,6,0
239581,0,0,-1,1
411882,0,0,6,1
175546,0,0,-1,4
162892,0,0,6,1
399726,0,0,6,1
148727,0,1,-1,3
376827,0,0,6,0
240232,0,0,6,1
369472,0,0,6,2
220760,0,0,6,0
118197,0,1,-1,3
259719,0,0,-1,1
228642,0,0,6,0
269181,0,0,6,1
411155,0,0,6,1
300027,0,0,6,0
236673,0,0,6,2
436973,0,0,6,0
214801,0,0,-1,1
178834,1,0,6,2
275637,1,0,-1,1
415250,0,1,-1,2
251400,0,0,6,1
395931,0,1,-1,2
436871,0,1,-1,3
240170,0,0,6,1
143394,0,0,6,1
151061,0,0,6,1
203971,0,0,6,1
309636,1,0,-1,4
151795,0,0,6,1
267786,0,0,-1,4
224377,0,1,-1,2
352904,0,0,6,1
401692,0,0,6,1
212230,0,0,6,1
410278,0,0,6,1
262768,0,0,6,2
145550,0,0,6,1
428255,0,0,6,0
399784,0,0,6,1
449393,1,0,6,1
312913,1,0,6,0
176171,0,0,6,1
380071,0,1,-1,2
216216,0,0,6,1
139594,0,0,6,1
169588,0,0,6,1
253470,0,0,-1,4
434513,1,0,6,2
259605,1,0,6,1
211456,0,1,-1,3
190705,0,0,-1,0
295303,0,0,6,1
228143,0,1,-1,3
240846,0,0,6,2
347780,0,1,-1,2
382861,0,0,6,1
231417,0,0,6,1
153741,0,1,-1,2
399442,0,0,6,0
300499,1,0,-1,4
133836,0,1,-1,3
421174,0,1,-1,3
323564,0,0,6,0
445130,0,0,6,0
366077,0,0,-1,2
179433,1,0,6,1
189203,0,0,6,1
166005,0,0,6,1
426667,0,1,6,2
455309,0,0,6,1
301958,0,0,6,1
273152,0,0,6,1
297107,0,0,6,1
248672,0,1,-1,4
443802,0,0,-1,2
261512,0,0,6,0
200956,0,0,-1,4
148880,0,1,-1,3
141371,0,0,6,1
145233,0,1,5,3
360448,0,0,6,1
434939,0,0,6,0
218712,0,0,6,2
220250,1,1,-1,4
405545,0,1,-1,2
431983,0,0,-1,2
326749,0,1,-1,2
407909,0,1,-1,3
191426,0,0,-1,2
386529,0,0,6,2
448717,0,1,-1,2
218123,0,1,-1,2
331572,0,0,-1,1
191105,1,0,6,1
394609,0,1,-1,4
259095,0,0,-1,4
444643,0,1,-1,3
426166,0,1,6,2
142104,0,0,-1,4
143507,0,0,6,2
376557,0,0,6,2
232334,0,0,6,1
292366,0,1,-1,3
161236,0,1,-1,3
450529,0,0,6,0
283072,0,0,6,1
260901,0,0,6,1
140914,1,0,6,1
129607,0,0,6,0
418438,0,0,6,1
151497,0,0,6,1
269951,0,0,6,0
386418,0,0,6,1
362860,0,0,6,0
373665,0,0,6,1
119200,0,0,6,0
357282,0,0,6,2
246072,0,0,6,2
380582,0,1,-1,3
197366,0,0,6,2
129722,0,0,-1,2
441104,0,0,6,0
401717,0,0,6,1
394574,0,0,6,1
453718,0,0,6,0
426770,0,0,6,2
384150,0,1,-1,3
399548,0,0,-1,1
245064,0,0,6,2
366977,0,0,6,2
330400,0,0,-1,4
282874,0,0,6,1
275356,0,1,-1,2
418147,0,0,6,0
272139,0,0,6,1
372531,0,0,-1,2
410346,0,1,-1,2
442974,1,1,-1,3
159415,0,0,6,1
166823,0,1,-1,3
299949,0,0,-1,1
281358,0,0,6,1
378532,0,0,-1,1
126112,1,0,-1,2
156544,0,0,6,1
138847,0,0,-1,4
442549,0,0,6,0
419963,0,0,6,0
427774,1,1,-1,3
286080,0,1,-1,3
341677,0,0,-1,2
271693,0,0,6,1
426266,0,0,-1,1
277680,0,1,-1,2
376513,0,0,6,1
271488,0,1,6,2
103873,0,1,7,2
104147,0,0,6,1
306686,0,0,6,2
255823,0,0,-1,2
313898,0,1,-1,4
156805,0,1,-1,3
199657,0,0,-1,0
286543,0,0,6,1
366535,0,0,6,2
185986,1,1,-1,3
441929,0,0,6,1
194775,0,0,6,1
404958,0,1,-1,3
361482,0,0,6,2
256974,0,1,6,2
372879,0,1,-1,2
446150,0,0,6,1
120142,0,1,-1,3
104609,0,1,6,2
353754,0,0,6,1
426263,0,0,6,1
183661,0,0,6,2
253574,0,1,-1,3
389774,0,0,6,1
437132,0,0,6,1
330656,0,0,6,1
168900,0,0,6,1
133979,0,0,6,1
153816,0,0,6,1
115907,0,1,-1,3
449108,0,0,-1,2
413277,0,0,-1,1
209805,0,1,6,2
115377,1,1,-1,2
351900,0,1,-1,3
223927,0,0,6,2
121912,0,0,6,0
130765,0,1,-1,3
107104,0,0,6,1
336264,0,0,6,0
181067,0,0,6,2
144362,0,1,-1,3
292221,0,0,6,1
384240,0,1,-1,4
176488,0,1,-1,2
276578,0,1,-1,3
327549,0,0,-1,1
284293,0,0,6,1
367210,1,1,6,2
339191,1,1,4,3
294419,0,1,-1,3
146871,0,0,6,0
425299,0,0,6,2
394204,0,0,6,1
202200,0,0,-1,2
206837,0,0,6,2
170025,0,0,6,0
375029,0,1,-1,3
330588,0,1,-1,4
174728,0,0,6,1
110079,0,0,6,1
218763,1,0,-1,4
242323,0,0,6,1
290603,0,1,6,2
222689,1,0,6,1
310678,1,0,6,2
317961,0,1,-1,3
239857,0,0,6,0
286939,0,0,6,0
292815,0,1,-1,3
283536,0,0,6,0
143083,0,1,-1,4
443920,0,0,6,1
416061,0,1,-1,3
409093,0,0,6,1
265660,0,0,6,1
301375,0,0,6,1
194706,0,0,6,0
254868,0,0,6,1
110706,0,1,6,2
153137,0,1,6,2
454327,0,0,6,1
424908,0,0,6,1
144901,0,0,6,0
155353,0,0,6,1
144660,0,0,6,1
263921,0,1,-1,3
200296,0,1,-1,3
112927,0,0,6,2
401413,0,0,6,2
105167,0,0,6,0
145926,0,0,6,1
379718,0,0,6,1
229085,0,0,6,0
445471,0,1,-1,3
447593,0,0,6,1
219714,0,0,-1,2
290558,0,0,6,1
133386,0,0,6,1
140648,0,0,6,1
435048,0,0,6,0
441601,0,0,6,1
222956,0,1,-1,2
140476,0,0,6,0
259014,0,0,6,1
223156,0,0,6,1
307334,0,0,-1,1
384422,0,1,-1,3
264987,0,1,6,2
440859,0,0,6,0
122504,0,0,6,1
179815,0,1,6,2
218774,0,1,-1,4
396116,0,0,-1,1
317720,0,0,6,2
297041,0,0,6,1
199601,0,1,6,2
232439,0,1,-1,3
437552,0,1,-1,3
431613,0,0,-1,4
238153,0,1,-1,4
208939,0,0,6,1
199780,0,0,6,1
290837,0,0,6,0
438365,0,0,6,1
149148,0,1,-1,3
194088,0,0,6,0
269076,0,0,6,1
244951,0,0,6,1
404240,0,0,-1,2
313451,0,0,6,1
186033,1,0,6,1
164257,0,0,-1,0
206993,0,0,6,0
444463,0,1,-1,3
107115,0,1,-1,3
112351,0,0,6,1
225885,1,1,-1,3
262061,0,0,6,0
326706,0,0,6,1
134209,0,0,6,1
146677,0,0,6,1
129204,0,1,-1,3
291752,0,0,6,0
276176,1,1,-1,3
439183,0,0,-1,4
219979,0,0,-1,1
202084,0,1,6,2
396121,0,1,-1,2
212755,0,0,6,0
196265,0,0,6,1
384983,0,0,6,0
145851,0,0,6,1
419192,0,1,-1,3
357034,0,1,1,4
181687,0,0,6,1
231307,0,0,-1,4
409792,0,0,6,1
195068,0,0,6,1
147818,0,1,-1,2
292954,0,0,6,1
397642,1,0,6,1
266203,0,0,6,0
112627,0,1,-1,2
231272,1,1,-1,3
315653,0,1,-1,4
175483,0,0,-1,2
434252,0,0,6,0
336202,0,0,6,2
137484,0,1,6,2
419116,0,0,-1,2
239599,0,1,-1,3
135087,0,1,-1,2
405042,0,0,6,2
406263,0,0,6,1
154848,0,1,-1,4
189060,0,1,-1,3
215930,0,0,-1,4
380925,0,0,6,2
246897,0,0,6,2
430076,0,1,-1,3
151601,0,0,6,2
263831,0,0,6,0
125926,0,0,6,0
289668,0,1,-1,3
279150,0,0,6,0
123828,0,1,-1,3
174280,0,0,6,0
421913,0,1,-1,3
103560,0,0,6,1
265053,0,0,6,0
284218,0,0,6,2
353172,0,0,6,0
397059,0,0,6,1
302131,0,0,6,0
152508,0,0,6,0
322810,0,0,6,0
138897,0,0,6,2
135438,0,0,6,1
366810,0,0,6,1
323654,0,1,-1,4
168611,0,0,6,1
257242,1,0,6,2
124199,0,1,-1,2
389988,0,1,6,2
306219,0,0,6,1
302475,0,1,-1,3
124750,0,0,6,2
254101,1,0,6,1
370985,0,1,-1,3
296028,0,1,-1,3
431670,0,0,6,1
265605,0,1,6,2
398747,0,1,6,2
264257,0,0,6,1
187197,0,0,6,1
424747,0,1,-1,2
395877,0,0,6,0
174283,0,0,6,0
237413,0,0,6,0
265548,0,0,6,0
318379,0,0,6,1
343110,0,0,-1,2
155879,1,0,6,1
185956,0,1,6,2
377893,1,0,-1,1
413207,0,1,-1,2
428017,0,0,6,2
121676,0,0,6,1
201414,0,0,6,1
227217,0,0,6,1
202149,0,1,-1,2
142911,0,0,6,1
332201,0,0,6,2
157943,0,0,6,0
210506,0,0,6,1
173938,0,1,-1,3
382524,0,1,-1,3
234351,0,0,6,1
154699,0,0,6,0
202623,0,0,6,1
278056,0,1,-1,2
120013,1,0,6,1
194970,1,1,-1,3
180917,0,0,6,2
242272,0,1,4,3
128050,0,0,6,0
345099,0,1,-1,3
407983,0,1,-1,3
174691,0,1,-1,3
149144,0,1,-1,3
137753,0,1,-1,2
343761,0,0,6,1
436367,0,1,-1,3
352541,0,0,6,1
132105,0,0,6,1
395111,0,0,6,1
132675,0,1,6,2
259845,0,0,6,0
241923,0,1,-1,2
220052,0,0,6,1
139125,0,0,6,0
132603,1,0,6,1
300973,1,0,6,1
389285,0,0,6,0
322621,0,0,6,1
300192,0,0,6,1
418520,0,0,6,0
349804,0,0,6,1
369209,0,0,6,1
274733,0,0,6,0
321997,0,0,-1,4
274653,0,0,6,1
169285,1,0,6,1
447640,0,1,-1,2
208448,0,0,6,1
285468,0,0,6,1
444324,0,1,-1,3
144000,0,0,6,1
399103,0,0,6,1
414346,0,1,-1,2
123346,0,0,6,1
434828,0,0,6,0
362523,0,0,6,0
134142,0,0,6,0
213144,0,0,6,1
388518,1,0,-1,1
107361,0,1,-1,2
404321,0,0,6,1
312922,0,0,6,1
300856,0,0,-1,2
127004,1,0,6,1
298496,0,0,6,1
122108,0,0,6,2
372294,0,1,-1,3
456247,0,0,-1,4
379163,0,0,6,1
237626,0,0,6,0
221902,0,0,6,0
198499,0,1,6,2
155448,0,0,6,0
432615,0,1,6,2
313528,1,0,6,0
445727,0,0,6,0
122116,0,0,6,1
162473,0,1,-1,2
196397,0,0,6,1
134913,0,0,6,1
214763,0,0,6,1
436071,0,0,6,2
454008,0,1,-1,3
111975,0,0,6,0
300012,0,1,6,2
265278,0,0,-1,2
335239,0,0,6,1
130682,0,0,-1,2
222864,1,1,-1,2
248776,0,0,6,0
437419,0,0,6,1
357155,0,0,6,1
328306,0,0,6,2
335886,0,0,6,0
266586,1,0,-1,2
279664,0,0,-1,1
340313,0,0,6,1
206003,0,1,-1,3
289791,0,1,-1,2
452769,0,1,-1,2
297787,0,0,6,0
154284,0,1,-1,2
268876,0,0,6,0
265066,0,0,-1,2
311703,0,1,-1,4
337799,0,0,6,0
181203,0,0,-1,2
189223,0,0,6,1
286475,1,1,6,2
223408,0,0,6,1
154426,1,1,-1,2
375440,0,0,6,1
299691,0,1,-1,4
420181,0,0,6,2
351733,0,1,-1,2
233949,0,0,6,0
230124,1,0,-1,4
263183,0,1,6,2
113839,0,0,6,0
286099,0,1,6,2
420425,0,0,6,1
453400,0,0,6,0
409815,0,1,1,4
243829,0,0,6,0
402107,0,0,6,1
420781,0,1,-1,3
168067,1,0,6,1
377566,0,0,6,1
270849,0,1,-1,4
217304,0,0,6,1
126157,0,0,6,0
276694,0,0,-1,2
171715,1,1,-1,3
410488,0,1,-1,3
433808,0,0,6,1
345031,0,0,6,0
132600,1,1,-1,3
276533,0,1,-1,3
452773,0,0,6,0
346501,0,1,-1,2
454593,0,0,6,1
343008,0,1,1,4
348665,0,0,6,2
387822,0,1,-1,3
442048,0,1,6,2
436905,0,0,6,1
428036,0,0,6,1
339459,0,1,6,2
139612,1,0,-1,4
175961,0,0,6,0
143564,0,0,6,1
181673,0,0,6,1
227186,0,0,6,2
160347,0,0,6,1
239232,0,0,6,0
221817,0,0,6,0
398281,0,0,6,1
423279,0,0,6,1
255336,0,0,6,1
250294,0,0,-1,1
228456,0,0,-1,2
143399,0,1,-1,2
145290,0,1,6,2
448646,0,0,6,1
384631,0,0,6,0
269910,0,0,6,1
196339,0,0,6,0
197420,0,0,6,1
376576,0,1,-1,3
293293,0,0,6,0
238900,0,0,6,0
289378,0,0,-1,4
365238,0,0,6,0
380360,0,0,-1,4
300950,0,0,-1,2
304667,0,0,6,0
336362,0,0,6,2
431759,0,0,6,0
220451,0,0,6,0
413844,0,1,-1,2
420197,0,0,-1,2
140940,0,1,-1,4
422645,0,0,6,1
364369,0,0,6,1
155909,1,0,6,0
210150,0,1,-1,2
136826,0,0,6,1
267012,0,0,6,1
437383,0,0,-1,2
111466,0,1,-1,4
111236,0,1,-1,2
264723,0,0,6,0
245818,0,0,6,1
317834,0,1,-1,2
